UT	AF	TI	SO	AB	C1	PY	WC	author	gender.x	author_male	gender.y	author_female
ISI000459539600007	HAN, HEESUP; YU, JONGSIK; KIM, HYEON-CHEOL; KIM, WANSOO	IMPACT OF SOCIAL/PERSONAL NORMS AND WILLINGNESS TO SACRIFICE ON YOUNG VACATIONERS' PRO-ENVIRONMENTAL INTENTIONS FOR WASTE REDUCTION AND RECYCLING	JOURNAL OF SUSTAINABLE TOURISM	DESPITE ITS IMPORTANCE, YOUNG VACATIONERS' WASTE REDUCTION AND RECYCLING DECISION FORMATION REMAINS UNKNOWN. THIS RESEARCH WAS DESIGNED TO INVESTIGATE THE INTRICATE ASSOCIATIONS AMONG SOCIAL NORMS (DESCRIPTIVE AND INJUNCTIVE), WILLINGNESS TO SACRIFICE, AND PERSONAL NORM BY DEVELOPING A THEORETICAL FRAMEWORK FOR YOUNG VACATIONERS' WASTE REDUCTION AND RECYCLING INTENTIONS. THE IMPACT OF GENDER WAS ALSO EXAMINED. A QUANTITATIVE APPROACH EMPLOYING A STRUCTURAL EQUATION MODELING WAS UTILIZED. OUR RESULTS REVEALED THAT DESCRIPTIVE NORM, INJUNCTIVE NORM, AND WILLINGNESS TO SACRIFICE WERE SIGNIFICANT ACTIVATORS OF PERSONAL NORM. IN ADDITION, THE DIRECT IMPACT OF DESCRIPTIVE AND INJUNCTIVE NORMS ON PRO-ENVIRONMENTAL INTENTIONS WAS FOUND. PERSONAL NORM ACTED AS A MEDIATOR. MOREOVER, THE PROPOSED THEORETICAL FRAMEWORK WAS FURTHER BROADENED BY THE SIGNIFICANT MODERATING EFFECT OF GENDER ON THE INJUNCTIVE NORM-INTENTIONS LINKAGE. OVERALL, THIS RESEARCH HELPS RESEARCHERS AND PRACTITIONERS BETTER UNDERSTAND YOUNG INTERNATIONAL VACATIONERS' WASTE REDUCTION AND RECYCLING INTENTIONS WHILE TRAVELING.	[HAN, HEESUP] SEJONG UNIV, COLL HOSPITALITY & TOURISM MANAGEMENT, SEOUL, SOUTH KOREA.; [YU, JONGSIK] TONGWON UNIV, DEPT HOTEL & RESTAURANT MANAGEMENT, GWANGJU, SOUTH KOREA.; [KIM, HYEON-CHEOL] CHUNG ANG UNIV, COLL BUSINESS & ECON, CHUNG ANG BUSINESS SCH, 84 HEUKSEOK RO, SEOUL, SOUTH KOREA.; [KIM, WANSOO] DONG A UNIV, DEPT TOURISM MANAGEMENT, 1 BUMIN DONG 2 GA, BUSAN 49236, SOUTH KOREA.	2018	GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY; HOSPITALITY, LEISURE, SPORT & TOURISM					
ISI000459539600009	RAMON-HIDALGO, ANA-ELIA; HARRIS, LEILA M.	SOCIAL CAPITAL, POLITICAL EMPOWERMENT AND SOCIAL DIFFERENCE: A MIXED-METHODS STUDY OF AN ECOTOURISM PROJECT IN THE RURAL VOLTA REGION OF GHANA	JOURNAL OF SUSTAINABLE TOURISM	CLAIMS ABOUND REGARDING THE EMPOWERING POSSIBILITIES OF COMMUNITY-BASED NATURAL RESOURCES MANAGEMENT (CBNRM). SOCIAL CAPITAL IS SEEN AS A KEY ELEMENT TOWARDS THAT END, YET THERE IS A PAUCITY OF CRITICAL RESEARCH TESTING THESE CONNECTIONS. THIS STUDY EXAMINES TWO ASPECTS OF SOCIAL CAPITAL (COGNITIVE AND STRUCTURAL) IN A COMMUNITY-BASED ECOTOURISM (CBE) PROJECT IN GHANA AS THEY RELATE TO SOCIAL DIFFERENCE (NOTABLY GENDER AND ETHNICITY) AND POLITICAL EMPOWERMENT (I.E., ACCESS TO POLITICAL INVOLVEMENT, AND POLITICAL EFFICACY). QUANTITATIVE RESULTS HIGHLIGHT SPECIFIC GENDERED AND ETHNIC DIFFERENCES IN POLITICAL EMPOWERMENT AND SOCIAL CAPITAL THAT, WHEN COMBINED WITH QUALITATIVE ANALYSIS, REVEAL HOW THOSE INEQUITIES IN ECOTOURISM MAY BE ROOTED IN SOCIO/CULTURAL NORMS. IN ADDITION, A NOVEL CONTRIBUTION FROM THIS STUDY IS THAT POLITICAL EMPOWERMENT SEEMS TO BE PARTLY MEDIATED BY PEOPLES' ACCESS TO SOCIAL CAPITAL. THIS SUGGESTS THAT, REGARDLESS OF ONE'S GENDER AND ETHNICITY, SOCIAL CAPITAL HELPS TO EMPOWER INDIVIDUALS. WE CONCLUDE BY DESCRIBING WHAT AN INTERVENTION COULD LOOK LIKE IN THE CONTEXT OF THIS CBE PROJECT WHEN INFORMED BY QUALITATIVE FEMINIST AS WELL AS QUANTITATIVE SOCIAL CAPITAL ANALYSIS. DOING SO WE ILLUSTRATE HOW A MIXED-METHODS APPROACH TO THE STUDY OF SOCIAL CAPITAL AND EMPOWERMENT MAY OFFER IMPORTANT INSIGHTS TOWARDS MORE EQUITABLE CBE.	[RAMON-HIDALGO, ANA-ELIA] UNIV BRITISH COLUMBIA, FAC FORESTRY, DEPT FOREST RESOURCES MANAGEMENT, VANCOUVER, BC, CANADA.; [HARRIS, LEILA M.] UNIV BRITISH COLUMBIA, INST GENDER RACE SEXUAL & SOCIAL JUSTICE, VANCOUVER, BC, CANADA.; [HARRIS, LEILA M.] UNIV BRITISH COLUMBIA, INST RESOURCES ENVIRONM & SUSTAINABIL, VANCOUVER, BC, CANADA.	2018	GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY; HOSPITALITY, LEISURE, SPORT & TOURISM	1.0			female	1.0
ISI000458376100005	MORTON, SARAH; KMEC, JULIE A.	RISK-TAKING IN THE ACADEMIC DUAL-HIRING PROCESS: HOW RISK SHAPES LATER WORK EXPERIENCES	JOURNAL OF RISK RESEARCH	THIS ARTICLE EXAMINES RISK-TAKING IN THE JOB SEARCH PROCESS AND WHETHER WOMEN AND MEN WHO ARE PART OF A DUAL-CAREER COUPLE EXPERIENCE DIFFERENT WORK-RELATED CONSEQUENCES FOR TAKING SUCH RISKS. SPECIFICALLY, WE EXPLORE HOW THE DECISION TO REVEAL DUAL-CAREER STATUS IN THE ACADEMIC JOB SEARCH PROCESS IMPACTS FACULTY MEMBERS' LATER PROMOTIONS, PRODUCTIVITY, PAY, MOBILITY, AND CAREER-RELATED GOALS. WE DRAW ON A SAMPLE OF ROUGHLY 230 FACULTY IN SEVEN US UNIVERSITIES WHO WERE PART OF A DUAL-CAREER COUPLE AT THEIR TIME OF HIRE. WE FIND THAT RISK-TAKING DURING THE JOB SEARCH IMPACTS SOME CAREER OUTCOMES, AND DOES SO SIMILARLY FOR WOMEN AND MEN. MEMBERS OF A DUAL-CAREER COUPLE WHO TOOK THE RISK OF REVEALING THEIR DUAL-CAREER STATUS BEFORE A JOB OFFER REPORTED SIGNIFICANTLY MORE POSITIVE CAREER EXPERIENCES RELATED TO PROMOTION AND PRODUCTIVITY THAN THOSE WHO DID NOT REVEAL THEIR STATUS DURING THE JOB SEARCH. ONLY THE SALARY OUTCOME WAS NEGATIVELY RELATED TO REVEALING DUAL-CAREER STATUS IN THE JOB SEARCH PROCESS. BECAUSE OF THE NATURE OF ACADEMIC HIRING, REVEALING A RISKY STATUS DURING THE JOB SEARCH PROCESS MAY AMELIORATE BARRIERS TO EMPLOYMENT. OUR STUDY HAS IMPORTANT IMPLICATIONS FOR RESEARCH AND THE DEVELOPMENT OF ACADEMIC DUAL-CAREER POLICIES THAT MAKE DUAL-CAREER HIRING MORE TRANSPARENT.	[MORTON, SARAH; KMEC, JULIE A.] WASHINGTON STATE UNIV, DEPT SOCIOL, PULLMAN, WA 99164 USA.	2018	SOCIAL SCIENCES, INTERDISCIPLINARY	2.0			female	2.0
ISI000458376100010	YUAN, SHUPEI; BESLEY, JOHN C.	TALKING AGGRESSIVELY ABOUT GMOS? EXAMINING THE EFFECT OF AGGRESSIVE RISK COMMUNICATION WITH COMMUNICATOR'S FACIAL EXPRESSION AND GENDER	JOURNAL OF RISK RESEARCH	TWO EXPERIMENTS (N = 229 AND N = 268) ASSESSED THE EFFECT OF AGGRESSIVE RISK COMMUNICATION ABOUT GMOS BY A SCIENTIST ON RESPONDENTS' PERCEPTIONS OF MESSAGE QUALITY AND WRITER (THE SCIENTIST COMMUNICATOR) LIKABILITY. WE ALSO CONSIDERED TWO FACTORS FROM THE COMMUNICATOR THAT MAY INFLUENCE HOW INDIVIDUALS PROCESS AGGRESSIVE MESSAGES - FACIAL EXPRESSION (STUDY 1) AND THE GENDER (STUDY 2). BOTH STUDIES SHOWED THAT AGGRESSIVE COMMUNICATION HAS A NEGATIVE EFFECT ON BOTH PERCEIVED MESSAGE QUALITY AND WRITER LIKABILITY, WHICH IS EXPLAINED BY THE LEVEL OF NEGATIVE EXPECTANCY VIOLATION INDIVIDUALS PERCEIVED. MOREOVER, STUDY 1 SHOWED THAT SMILING APPEARED TO BE A NEGATIVE INFLUENCE ON THE OUTCOMES AND STUDY 2 SHOWED THAT GENDER DID NOT INFLUENCE HOW PEOPLE PERCEIVE AGGRESSIVE MESSAGES. THE FINDINGS PROVIDED BOTH SCHOLARLY AND PRACTICAL IMPLICATIONS FOR SCIENCE AND RISK COMMUNICATION.	[YUAN, SHUPEI; BESLEY, JOHN C.] MICHIGAN STATE UNIV, DEPT ADVERTISING & PUBL RELAT, E LANSING, MI 48824 USA.; [YUAN, SHUPEI] NORTHERN ILLINOIS UNIV, DEPT COMMUN, DE KALB, IL 60115 USA.	2018	SOCIAL SCIENCES, INTERDISCIPLINARY	1.0	male	1.0		
ISI000453856100001	SOLSTAD, GERD MARIE; RHIND, DANIEL	SPORT, SAFEGUARDING AND TRANSACTIONAL SEX: A CASE STUDY OF SOCIAL NETWORKS IN ZAMBIAN SPORT	SPORT IN SOCIETY	IN THIS ARTICLE, WE DRAW ATTENTION TO THE PRACTICE OF TRANSACTIONAL SEX AS A RISK FOR ADOLESCENT WOMEN IN ZAMBIA AND EXPLORE HOW SOCIAL NETWORKS IN ORGANIZED SPORT MIGHT CONTRIBUTE TO MITIGATE SUCH RISKS. THE STUDY IS PRIMARILY BASED ON INTERVIEWS AND PARTICIPATORY OBSERVATION WITH ATHLETES FROM TWO WOMEN'S SPORTS TEAMS. THREE SOURCES OF VULNERABILITY WERE ASSOCIATED WITH TRANSACTIONAL SEX: (1) POVERTY, (2) WANTING TO FIT IN WITH PEERS AND (3) LACK OF SOCIAL SUPPORT. WE FOUND THAT ORGANIZED SPORT COULD PROVIDE A CONTEXT WHERE THIS VULNERABILITY IS LESSENED THROUGH SOCIAL NETWORK SUPPORT. SPECIFICALLY, THE SOCIAL NETWORK IN SPORT WAS ASSOCIATED WITH: (1) SOCIAL AND FINANCIAL SUPPORT, (2) ROLE MODELS AND (3) TEAM COHESION. HOWEVER, WE STRESS THAT THE UNDERLYING CAUSES OF TRANSACTIONAL SEX, SUCH AS GENDERED POVERTY, NEED TO BE ADDRESSED THROUGH POLITICAL AND SOCIAL REFORM. MEANWHILE, TRANSACTIONAL SEX WARRANTS FURTHER ATTENTION WITHIN THE SAFEGUARDING IN SPORT LITERATURE.	[SOLSTAD, GERD MARIE] NORWEGIAN SCH SPORT SCI, DEPT CULTURAL & SOCIAL STUDIES, OSLO, NORWAY.; [RHIND, DANIEL] BRUNEL UNIV, DEPT LIFE SCI, UXBRIDGE, MIDDX, ENGLAND.	2018	HOSPITALITY, LEISURE, SPORT & TOURISM; SOCIOLOGY	2.0	male	2.0		
ISI000453245500002	WALLACE, HEATHER JULIE; MCDONALD, SUSAN; BELTON, SUZANNE; MIRANDA, AGUEDA ISOLINA; DA COSTA, EURICO; MATOS, LIVIO DA CONCEICAO; HENDERSON, HELEN; TAFT, ANGELA	WHAT INFLUENCES A WOMAN'S DECISION TO ACCESS CONTRACEPTION IN TIMOR-LESTE? PERCEPTIONS FROM TIMORESE WOMEN AND MEN	CULTURE HEALTH & SEXUALITY	TIMOR-LESTE'S MATERNAL MORTALITY RATIO REMAINS ONE OF THE HIGHEST IN ASIA. THERE IS AMPLE EVIDENCE THAT MATERNAL DEATHS MAY BE REDUCED SUBSTANTIALLY THROUGH THE PROVISION OF GOOD-QUALITY MODERN METHODS OF CONTRACEPTION. MANY TIMORESE WOMEN WISH TO STOP OR DELAY HAVING CHILDREN. HOWEVER, EVEN WHEN HEALTH SERVICES MAKE CONTRACEPTION AVAILABLE, IT DOES NOT MEAN THAT PEOPLE WILL USE IT. COLLABORATING WITH MARIE STOPES TIMOR-LESTE, THIS QUALITATIVE RESEARCH PROJECT USED DECOLONISING METHODOLOGY TO EXPLORE PERCEIVED INFLUENCES CONTRIBUTING TO CONTRACEPTIVE CHOICES, AND GAIN INSIGHT INTO HOW WOMEN'S DECISIONS TO ACCESS CONTRACEPTION IN TIMOR-LESTE OCCUR. OVER TWO FIELDWORK PERIODS (2013 AND 2015), WE USED FOCUS GROUP DISCUSSIONS AND STRUCTURED INTERVIEWS TO SPEAK WITH 68 WOMEN AND 80 MEN, AGED 18-49 YEARS, ACROSS FOUR DISTRICTS OF TIMOR-LESTE. FINDINGS DEMONSTRATE THAT THE DECISION TO ACCESS CONTRACEPTION IS OFTEN CONTENTIOUS AND COMPLICATED. THESE TENSIONS ECHO CONCERNS AND AMBIGUITIES CONTAINED WITHIN GLOBAL AND NATIONAL REPRODUCTIVE HEALTH POLICY. OVERWHELMINGLY, PARTICIPANTS EMPHASISED THAT DESPITE HER WISHES, A WOMAN CAN ONLY RARELY EXERCISE HER RIGHT TO ACCESS CONTRACEPTION FREELY AND INDEPENDENTLY. SHE IS MOST OFTEN CONSTRAINED BY FAMILY, CULTURAL, TRADITIONAL AND EDUCATIONAL INFLUENCES.	[WALLACE, HEATHER JULIE; MCDONALD, SUSAN; TAFT, ANGELA] LA TROBE UNIV, JUDITH LUMLEY CTR, SCH NURSING & MIDWIFERY, MELBOURNE, VIC, AUSTRALIA.; [BELTON, SUZANNE] MENZIES INST HLTH RES, DARWIN, NT, AUSTRALIA.; [MIRANDA, AGUEDA ISOLINA; DA COSTA, EURICO; HENDERSON, HELEN] MARIE STOPES TIMOR LESTE, DILI, TIMOR-LESTE.; [MATOS, LIVIO DA CONCEICAO] UNIV NACL TIMOR LOROSAE, DILI, TIMOR-LESTE.	2018	FAMILY STUDIES; SOCIAL SCIENCES, BIOMEDICAL	7.0	male	1.0	female	6.0
ISI000453245500003	WOODS, TYLER M.; ALTMAN, CLAIRE E.; CHAVEZ, SERGIO; GORMAN, BRIDGET K.	GENDER, MIGRATION AND PERCEPTIONS OF HIV RISK IN MEXICO	CULTURE HEALTH & SEXUALITY	THIS STUDY EXAMINES THE ROLE THAT DUTY PLAYS IN MEN'S AND WOMEN'S PERCEPTIONS OF HIV-RELATED RISK IN MEXICO, AND HOW GENDER AND MIGRATION INFLUENCE THESE PERCEPTIONS. WE DRAW ON QUALITATIVE DATA FROM THE 2014 STUDY OF HEALTH AND MIGRATION IN MEXICO (SHMM), WHICH INCLUDED 24 IN-DEPTH INTERVIEWS WITH MIGRANT MEN AND NON-MIGRANT WOMEN LIVING IN A MEDIUM-SIZED CITY IN GUANAJUATO, MEXICO. WHILE MEN REPORT MIGRATING OUT OF RESPONSIBILITY TO PROVIDE FOR THEIR FAMILIES, THIS SENSE OF DUTY ALSO HAD IMPLICATIONS FOR THEIR SEXUAL HEALTH BEHAVIOURS. DUTY PERMEATES HOW RESIDENTS IN THIS MIGRANT-SENDING COMMUNITY DESCRIBED THEIR PERCEPTIONS OF HIV RISK, WITH MEN AND WOMEN DRAWING CONSISTENTLY ON THREE ASPECTS OF DUTY: FIDELITY, GENDERED SEXUAL EXPECTATIONS, AND THE BURDEN OF HIV PREVENTION. WE ARGUE THAT A STRONG SENSE OF DUTY CAN PROMPT GENDER ROLE EXPANSION FOR MIGRANT MEN AND LIMIT GENDER ROLE EXPANSION FOR NON-MIGRANT WOMEN.	[WOODS, TYLER M.; ALTMAN, CLAIRE E.; CHAVEZ, SERGIO; GORMAN, BRIDGET K.] RICE UNIV, DEPT SOCIOL, HOUSTON, TX 77005 USA.; [WOODS, TYLER M.; ALTMAN, CLAIRE E.; CHAVEZ, SERGIO; GORMAN, BRIDGET K.] RICE UNIV, HOUSTON, TX 77251 USA.; [WOODS, TYLER M.] URBAN INST, CTR LABOR HUMAN SERV & POPULAT, WASHINGTON, DC 20037 USA.; [ALTMAN, CLAIRE E.] UNIV MISSOURI, DEPT HLTH SCI, COLUMBIA, MO USA.	2018	FAMILY STUDIES; SOCIAL SCIENCES, BIOMEDICAL	4.0	male	2.0	female	2.0
ISI000453245500004	LEE-FOON, NAKIA; GEORGE, CLEMON; GAHAGAN, JACQUELINE; ETOWA, JOSEPHINE; WEAVER, ROBERT	MINDING THE GAP: HEALTH AND SOCIAL CARE PROVIDER PERCEPTIONS OF PARENTAL COMMUNICATION AND BLACK-CANADIAN YOUTHS' SEXUAL HEALTH	CULTURE HEALTH & SEXUALITY	HEALTH AND SOCIAL CARE PROVIDERS' PERCEPTIONS OF BLACK-CANADIAN PARENT-YOUTH SEXUAL HEALTH COMMUNICATION HAS IMPORTANT IMPLICATIONS FOR ADDRESSING KNOWLEDGE GAPS IN THE PROVISION OF SERVICES TO YOUNG PEOPLE AND THEIR PARENTS. PROVIDERS' PERCEPTIONS ARE CRUCIAL AS THEY OFTEN ACT AS ADVISERS IN TAILORING PROGRAMMES OR SERVICES TO THE PERCEIVED NEEDS OF PARENTS AND YOUTH. TO UNDERSTAND THESE PERCEPTIONS, 17 SEMI-STRUCTURED IN-DEPTH INTERVIEWS WERE CONDUCTED WITH PROVIDERS WHO WORKED WITH AFRICAN, CARIBBEAN OR BLACK (ACB) PARENTS AND YOUTH IN TORONTO, ONTARIO, CANADA. CRITICAL RACE THEORY WAS USED TO HELP GUIDE THE INTERPRETATION OF FINDINGS. THE FINDINGS REVEALED PROVIDERS BELIEVED THAT MANY PARENTS WERE UNLIKELY TO EXPLICITLY DISCUSS SEXUAL HEALTH OR HIV PREVENTION WITH YOUNG PEOPLE. ADDITIONALLY, PROVIDERS PERCEIVED THAT THE CONTENT OF AND APPROACH TO PARENT-YOUTH SEXUAL HEALTH COMMUNICATION DIFFERED BETWEEN AFRICAN AND CARIBBEAN CLIENTS. MOREOVER, PROVIDERS BELIEVED THAT BOTH PARENTS' AND YOUNG PEOPLE'S SEX AND GENDER IMPACTED THE QUALITY, CONTENT AND STYLE OF SEXUAL HEALTH COMMUNICATION AND HAD IMPORTANT IMPLICATIONS FOR PROGRAMME DEVELOPMENT. OVERALL, FINDINGS SUGGEST A NEED FOR UNDERSTANDING THE DEVELOPMENT OF PROVIDERS' PERCEPTIONS OF THIS COMMUNICATION, WAYS TO ADDRESS THESE PERCEPTIONS AND FURTHER PARENT-PROVIDER COLLABORATION TO PROMOTE BLACK YOUTHS' SEXUAL HEALTH.	[LEE-FOON, NAKIA; GEORGE, CLEMON; WEAVER, ROBERT] UNIV ONTARIO INST TECHNOL, FAC HLTH SCI, OSHAWA, ON, CANADA.; [GAHAGAN, JACQUELINE] DALHOUSIE UNIV, SCH HLTH & HUMAN PERFORMANCE, HALIFAX, NS, CANADA.; [ETOWA, JOSEPHINE] UNIV OTTAWA, FAC HLTH SCI, OTTAWA, ON, CANADA.; [LEE-FOON, NAKIA] UNIV TORONTO, DALLA LANA SCH PUBL HLTH, TORONTO, ON, CANADA.; [GEORGE, CLEMON] UNIV WEST INDIES, FAC MED SCI, BRIDGETOWN, BARBADOS.; [WEAVER, ROBERT] ROWAN UNIV, DEPT HLTH & EXERCISE SCI, GLASSBORO, NJ USA.	2018	FAMILY STUDIES; SOCIAL SCIENCES, BIOMEDICAL	5.0	male	2.0	female	3.0
ISI000453245500005	GLICK, JENNIFER L.; THEALL, KATHERINE; ANDRINOPOULOS, KATHERINE; KENDALL, CARL	FOR DATA'S SAKE: DILEMMAS IN THE MEASUREMENT OF GENDER MINORITIES	CULTURE HEALTH & SEXUALITY	GENDER-MINORITY HEALTH DISPARITY RESEARCH IS LIMITED BY BINARY GENDER MEASUREMENT PRACTICES. THIS STUDY SEEKS TO BROADEN CURRENT DISCOURSE ON GENDER IDENTITY MEASUREMENT IN THE USA, INCLUDING MEASUREMENT ADOPTION CHALLENGES AND MITIGATION STRATEGIES, THEREBY ALLOWING FOR BETTER DATA COLLECTION TO UNDERSTAND AND ADDRESS HEALTH DISPARITIES FOR PEOPLE OF ALL GENDERS. THREE DATA SOURCES WERE USED TO TRIANGULATE FINDINGS: EXPERT INTERVIEWS WITH GENDER AND SEXUALITY RESEARCH LEADERS; KEY-INFORMANT INTERVIEWS WITH GENDER MINORITIES IN NEW ORLEANS, LA; AND DOCUMENT ANALYSIS OF RELEVANT SURVEYS, GUIDES AND COMMENTARIES. TEN KEY DILEMMAS WERE IDENTIFIED: 1) MOVING BEYOND BINARY GENDER CONSTRUCTION; 2) CONFLATION OF GENDER, SEX AND SEXUAL ORIENTATION; 3) EMERGING NATURE OF GENDER-RELATED LANGUAGE; 4) CONCERNS ABOUT ITEM SENSITIVITY; 5) RESEARCH FATIGUE AMONG GENDER MINORITIES; 6) DESIGN AND ANALYTICAL LIMITATIONS; 7) CATEGORICAL AND PROCEDURAL CONSISTENCY; 8) PRE-POPULATED VS. OPEN-FIELD SURVEY ITEMS; 9) POTENTIAL MISCLASSIFICATION; AND 10) COMPETING DATA COLLECTION NEEDS. RESEARCHERS MUST CONTINUE WORKING TOWARD CONSENSUS CONCERNING BETTER PRACTICES IS GENDER MEASUREMENT AND BE EXPLICIT ABOUT THEIR METHODOLOGICAL CHOICES. THE EXISTENCE OF THESE DILEMMAS MUST NOT IMPEDE RESEARCH ON IMPORTANT HEALTH ISSUES AFFECTING GENDER MINORITIES.	[GLICK, JENNIFER L.; THEALL, KATHERINE; ANDRINOPOULOS, KATHERINE; KENDALL, CARL] TULANE UNIV, SCH PUBL HLTH & TROP MED, GLOBAL COMMUNITY HLTH & BEHAV SCI, NEW ORLEANS, LA 70118 USA.; [GLICK, JENNIFER L.] JOHNS HOPKINS BLOOMBERG SCH PUBL HLTH, BALTIMORE, MD 21205 USA.	2018	FAMILY STUDIES; SOCIAL SCIENCES, BIOMEDICAL	4.0	male	1.0	female	3.0
ISI000453245500006	SUTTON, BARBARA; BORLAND, ELIZABETH	QUEERING ABORTION RIGHTS: NOTES FROM ARGENTINA	CULTURE HEALTH & SEXUALITY	IN RECENT YEARS, THERE HAVE BEEN CALLS IN ACTIVIST SPACES TO 'QUEER' ABORTION RIGHTS ADVOCACY AND TO INCORPORATE NON-NORMATIVE NOTIONS OF GENDER IDENTITY AND SEXUALITY INTO ABORTION STRUGGLES AND SERVICES. ARGENTINA PROVIDES AN INTERESTING SITE IN WHICH TO EXAMINE THESE DEVELOPMENTS, SINCE THERE IS A LONGSTANDING MOVEMENT FOR ABORTION RIGHTS IN A CONTEXT OF ILLEGAL ABORTION AND A RECENT GROUND-BREAKING GENDER IDENTITY LAW THAT RECOGNISES KEY TRANS RIGHTS. IN THIS PAPER, WE ANALYSE PUBLIC DOCUMENTS FROM THE ABORTION RIGHTS MOVEMENT'S MAIN COALITION - THE NATIONAL CAMPAIGN FOR THE RIGHT TO LEGAL, SAFE AND FREE ABORTION - ALONGSIDE INTERVIEWS WITH 19 CAMPAIGN ACTIVISTS TO EXAMINE SHIFTS AND TENSIONS IN CONTEMPORARY ABORTION RIGHTS ACTIVISM. WE TRACE THE INCORPORATION OF TRANS-INCLUSIVE LANGUAGE INTO THE NEWLY PROPOSED ABORTION RIGHTS BILL AND CONCLUDE BY POINTING TO CONTEXTUAL FACTORS THAT MAY LIMIT OR ENHANCE THE FURTHER QUEERING OF ABORTION RIGHTS.	[SUTTON, BARBARA] SUNY ALBANY, DEPT WOMENS GENDER & SEXUAL STUDIES, ALBANY, NY 12222 USA.; [BORLAND, ELIZABETH] COLL NEW JERSEY, DEPT SOCIOL & ANTHROPOL, EWING, NJ USA.	2018	FAMILY STUDIES; SOCIAL SCIENCES, BIOMEDICAL	2.0			female	2.0
ISI000453245500007	WANGAMATI, CYNTHIA KHAMALA; SUNDBY, JOHANNE; PRINCE, RUTH JANE	COMMUNITIES' PERCEPTIONS OF FACTORS CONTRIBUTING TO CHILD SEXUAL ABUSE VULNERABILITY IN KENYA: A QUALITATIVE STUDY	CULTURE HEALTH & SEXUALITY	CHILD SEXUAL ABUSE (CSA) IS A MAJOR GLOBAL HEALTH CONCERN. ALTHOUGH IT IS PREVALENT IN KENYA, SCANT LITERATURE ON FACTORS CONTRIBUTING TO CSA VULNERABILITY EXISTS. USING QUALITATIVE DATA FROM 28 FOCUS GROUPS AND ETHNOGRAPHIC FIELD NOTES, WE EXPLORED AND ASSESSED COMMUNITY PERCEPTIONS OF FACTORS CONTRIBUTING TO CSA VULNERABILITY IN HOMA BAY COUNTY, WESTERN KENYA. FINDINGS SUGGEST THAT PEOPLE LIVING IN THESE COMMUNITIES PERCEIVED CSA AS BEING INFLUENCED BY MULTIPLE FACTORS: DEVELOPMENTAL STAGE, PEER PRESSURE, HUGE GENDER DISPARITIES EXACERBATED BY NEGATIVE SOCIAL NORMS AND CULTURAL PRACTICES, THE HIV EPIDEMIC AND SOCIAL MEDIA PLATFORMS THAT CIRCULATE SEXUALISED IMAGES. FROM OUR FINDINGS, IT WAS CLEAR THAT PARTICIPANTS ALSO REGARDED POVERTY AS EXACERBATING CHILDREN'S VULNERABILITY TO CSA. MINORS FROM POOR FAMILIES ENGAGED IN TRANSACTIONAL SEX FOR SURVIVAL AND SOCIAL STATUS. SOME COMMUNITY MEMBERS PERCEIVED GIRLS DRESSED IN SHORT SKIRTS OR TIGHT CLOTHING AS WARRANTING UNWANTED SEXUAL ADVANCES. ALTHOUGH POVERTY AND GENDER ROLES AND RELATIONS WERE VIEWED AS INCREASING VULNERABILITY TO CSA, BLAME WAS OFTEN PLACED ON SURVIVORS' MODES OF DRESS OR BEHAVIOUR. THERE IS A NEED FOR COMPREHENSIVE EDUCATION OF THE COMMUNITIES ON CSA, ITS CONSEQUENCES AND THE RIGHTS OF WOMEN AND GIRLS.	[WANGAMATI, CYNTHIA KHAMALA; SUNDBY, JOHANNE; PRINCE, RUTH JANE] UNIV OSLO, DEPT COMMUNITY MED & GLOBAL HLTH, FAC MED, OSLO, NORWAY.	2018	FAMILY STUDIES; SOCIAL SCIENCES, BIOMEDICAL	3.0			female	3.0
