PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Teo, TW; Yeo, LW				Teo, Tang Wee; Yeo, Leck Wee			Gender Studies of Science and Science Education in Singapore	ASIAN WOMEN			English	Article						gender; science; science education; Singapore	SCHOOL SCIENCE; RASCH ANALYSIS; STUDENTS; TEACHERS; ACHIEVEMENT; BIOLOGY; PROGRAM; PHYSICS; GIRLS	Singapore, in recent years, has seen increased efforts by individuals, social organizations, institutions, and private companies advocating for more women in science. However, as compared to many other places, such as the U.S. and Europe, gender studies of science and science education in Singapore are limited. Further, such studies are underrepresented in the local science and science education literature. In this paper, we review gender studies of science and science education in Singapore to show the status of this literature. We analyze the papers for the following: a) studies that examine gender as the main or auxiliary construct, b) the period of publication, c) topics in gender studies, d) the philosophical approach of the studies, e) research methods, and f) the type of participants. Our analysis of 39 empirical journal papers show the highest number of publications during the period 2011-2015. Gender is examined as an auxiliary construct in most papers. Most of the studies embody postpositivist worldviews, where the use of quantitative research methods to compare cognitive and affective differences between the two genders are common. The most frequently targeted group of research participants are students aged 13-16 (Grades 7-10). Based on this review, we suggest future research agendas for researchers, local and international, who may be interested to push for more studies in this field through local and/or international studies.	[Teo, Tang Wee; Yeo, Leck Wee] Nanyang Technol Univ, Natl Inst Educ, Nat Sci & Sci Educ Acad Grp, Singapore, Singapore	Teo, TW (reprint author), Nanyang Technol Univ, Natl Inst Educ, Nat Sci & Sci Educ Acad Grp, Singapore, Singapore.	tangwee.teo@nie.edu.sg; leckwee.yeo@nie.edu.sg	Teo, Tang Wee/O-8930-2016	Teo, Tang Wee/0000-0002-7962-4304				43	0	0	2	9	SOOKMYUNG WOMENS UNIV	YOUNGSAK-KU	RES INST ASIAN WOMEN, 52 HYOCHANGWON-GIL, YOUNGSAK-KU, SEOUL 00000, SOUTH KOREA	1225-925X			ASIAN WOMEN	Asian Women	SEP	2017	33	3			SI		1	21						21	Women's Studies	Women's Studies	FI5RH	WOS:000412041000002					2018-09-20	
J	Lan, YL				Lan, Yu-Li			Intentions to Continue Using a Digital Mammography Vehicle Based on the Technology Acceptance Model and Expectation Confirmation Theory	ASIAN WOMEN			English	Article						digital mammography vehicle; expectation confirmation theory; continual use intent; satisfaction; technology acceptance model	INFORMATION-TECHNOLOGY; SATISFACTION; SERVICE	This study employs the technology acceptance model and expectation confirmation theory to investigate women's intentions to- continue using,.a digital mammography, vehicle (DMV) for breast health check-ups. It analyzes the statistical effects of the respondents' confirmation, perceived usefulness, perceived ease of use, and satisfaction on their intentions to continue use. Purposive sampling was employed to collect questionnaire survey data on women who had used a DMV primarily for a breast health check-up. Of 535 distributed questionnaires, 517 valid cases were analyzed for a response rate of 96.64%. Confirmation, perceived usefulness, perceived ease of use, and satisfaction all positively correlated with intent to continue using the DMV. The results of a multiple regression analysis reveal that the combined effects of confirmation, perceived usefulness, and satisfaction explained about 86% of the variation in the respondents' intent to continue using the DMV. These results serve as a vital reference for improving the quality of breast cancer prevention services and strategies in Taiwan and form a basis for related research, development, and programs.	[Lan, Yu-Li] Tzu Chi Univ Sci & Technol, Dept Hlth Adm, Hualien, Taiwan	Lan, YL (reprint author), Tzu Chi Univ Sci & Technol, Dept Hlth Adm, Hualien, Taiwan.	yuhli@tcust.edu.tw						27	1	1	1	6	SOOKMYUNG WOMENS UNIV	YOUNGSAK-KU	RES INST ASIAN WOMEN, 52 HYOCHANGWON-GIL, YOUNGSAK-KU, SEOUL 00000, SOUTH KOREA	1225-925X			ASIAN WOMEN	Asian Women	SEP	2017	33	3			SI		23	40		10.14431/aw.2017.09.33.3.23				18	Women's Studies	Women's Studies	FI5RH	WOS:000412041000003					2018-09-20	
J	Hsieh, HC; Chen, PY; Lin, TS				Hsieh, Hsiao-chin; Chen, Pei-ying; Lin, Ta-sen			Girls' and Boys' Science Choices and Learning in Upper-Secondary Schools in Taiwan	ASIAN WOMEN			English	Article						gender; science choice; laboratory learning; upper-secondary school	GENDER; WOMEN; EDUCATION	This study explores differences in how high school girls and boys in upper-secondary schools in Taiwan choose courses and learn science. The Actor-Network Theory (ANI) is adopted as the analytical approach. Two upper-secondary schools, IL Senior High School and MM Vocational High School, were selected due to their emphasis on science and technology education. Student surveys were conducted to investigate how students chose between courses and majors; two chemistry lab classes, one led by a male teacher and the other by a female teacher, in LL Senior High School, and one chemical-engineering lab class of MM Vocational High School were observed multiple times. Lab class teachers from both schools were interviewed. The survey data showed clear gender segregation in both schools, but only part of the students considered gender to be an important factor influencing their selection of courses and major fields. Observations of the relatively gender-balanced chemistry laboratories revealed that equipment and instrumentation were sufficient and equally accessible to all, that girls and boys behaved differently in the lab, and that patterns of teacher-student interaction varied by teacher's gender, which might result in differences in laboratory learning between boys and girls. The concept of embodied pedagogical insight of female teachers, which may specifically benefit girls' learning, is discussed.	[Hsieh, Hsiao-chin] Natl Tsing Hua Univ, Ctr Gen Educ, Hsinchu, Taiwan; [Hsieh, Hsiao-chin] Natl Tsing Hua Univ, Inst Learning Sci & Technol, Hsinchu, Taiwan; [Chen, Pei-ying] Natl Taiwan Normal Univ, Dept Educ, Taipei, Taiwan; [Chen, Pei-ying] Natl Taiwan Normal Univ, Grad Inst Policy & Adm, Taipei, Taiwan; [Lin, Ta-sen] Fo Guang Univ, Dept Sociol, Jiaoxi Township, Yilan County, Taiwan	Hsieh, HC (reprint author), Natl Tsing Hua Univ, Ctr Gen Educ, Hsinchu, Taiwan.; Hsieh, HC (reprint author), Natl Tsing Hua Univ, Inst Learning Sci & Technol, Hsinchu, Taiwan.	hhc@mx.nthu.edu.tw; pychen@ntnu.edu.tw; tslin@mail.fgu.edu.tw						25	0	0	5	6	SOOKMYUNG WOMENS UNIV	YOUNGSAK-KU	RES INST ASIAN WOMEN, 52 HYOCHANGWON-GIL, YOUNGSAK-KU, SEOUL 00000, SOUTH KOREA	1225-925X			ASIAN WOMEN	Asian Women	SEP	2017	33	3			SI		41	64		10.14431/aw.2017.09.33.3.41				24	Women's Studies	Women's Studies	FI5RH	WOS:000412041000004		gold_or_bronze			2018-09-20	
J	Ogawa, M				Ogawa, Mariko			History of Women's Participation in STEM Fields in Japan	ASIAN WOMEN			English	Article						women in STEM fields in Japan; women in engineering; women's higher education in STEM		This paper surveys female holders of bachelor's and doctoral degrees of STEM (science, technology, engineering, mathematics, and sometimes including medicine) from the modern period of the Meiji era to present day Japan. It discusses early women's education in Japan, female doctorate holders in STEM, and statistical analysis about Japanese higher education. Female university students appeared for the first time in 1913. Tohoku Imperial University matriculated three women, all of whom majored in science. The first woman who gained a doctoral degree in science appeared in 1927. A few years later, women earned various doctoral degrees, such as medicine, agriculture, and pharmacology. However, it was not until 1959 that the first female doctorate in engineering appeared. Female scientists started to appear around 1930, but a certain number of female engineers did not appear until around 1960. This year may be regarded as the beginning of the history of female researchers in all STEM to have been systematically educated in Japan. I also discuss the statistical analysis from the 1960s up until today. Almost over a half century has passed since then; however, the proportion of female students in STEM has been small. The Japanese Ministry of Education, Culture, Sports, Science, and Technology (MEXT) has been making efforts since 2006 to improve their numbers. However, these efforts have not been adequate. Lastly, considering what prevents women STEM researchers from becoming more active despite MEXT's efforts, I identify the inadequacies in the collection and historical analysis of Japanese sex-disaggjegated statistical data.	[Ogawa, Mariko] Mie Natl Univ, Tsu, Mie, Japan	Ogawa, M (reprint author), Mie Natl Univ, Tsu, Mie, Japan.	mariko.o@vesta.ocn.ne.jp						52	0	0	4	5	SOOKMYUNG WOMENS UNIV	YOUNGSAK-KU	RES INST ASIAN WOMEN, 52 HYOCHANGWON-GIL, YOUNGSAK-KU, SEOUL 00000, SOUTH KOREA	1225-925X			ASIAN WOMEN	Asian Women	SEP	2017	33	3			SI		65	85		10.14431/aw.2017.09.33.3.65				21	Women's Studies	Women's Studies	FI5RH	WOS:000412041000005		gold_or_bronze			2018-09-20	
J	Kim, H; Lee, CS				Kim, Hwalbin; Lee, Claire Shinhea			Collective Memory of Japanese Military 'Comfort Women' and South Korean Media: The Case of Television Dramas, Eyes of Dawn (1991) and Snowy Road (2015)	ASIAN WOMEN			English	Article						collective memory; television drama; comfort women; South Korea; Japanese colonial era	WAR	A nation's memory is a reconstruction of the past. Accordingly, this study explores how South Korean television (TV) dramas Eyes of Dawn (1991) and Snony Road (2015) helped shape the collective memory of Japanese colonial rule. Both dramas highlighted the experiences of comfort women, Korean women forced to provide sex to Japanese soldiers. This study analyzes the representations, technical factors, and newspaper discourse of the dramas to examine how they influenced collective memories of comfort women. By comparing and contrasting the dramas, this study reveals that while both generated public awareness and controversy, Eyes of Dawn and Snony Road represented differently oriented colonial memories of comfort women: A patriotic-oriented memory and a humanism-focused memory, respectively. Specifically, in illuminating colonial rule, Eyes of Dawn showed a traditional good and evil dichotomy, while Snowy Road revealed a more complex and diverse context Given the socio-political contexts of 1991 and 2015, this study suggests that Eyes of Dawn functioned to inform the public about the comfort women, whereas Snony Road aimed to reflect upon the impact of comfort women in South Korean society. Thus, while acknowledging that collective memory is a construct that can change over time, we contend that the media's role (especially TV drama) is critical in this process. More generally, this study contributes to the study of memory, journalism, history, and poplar communication.	[Kim, Hwalbin] Korea Univ, Res Inst Informat & Culture, Seoul, South Korea; [Lee, Claire Shinhea] Univ Texas Austin, Dept Radio Televis Film, Austin, TX 78712 USA	Kim, H (reprint author), Korea Univ, Res Inst Informat & Culture, Seoul, South Korea.	ku95bini@gmail.com; shinhea.lee@utexas.edu						50	0	0	4	8	SOOKMYUNG WOMENS UNIV	YOUNGSAK-KU	RES INST ASIAN WOMEN, 52 HYOCHANGWON-GIL, YOUNGSAK-KU, SEOUL 00000, SOUTH KOREA	1225-925X			ASIAN WOMEN	Asian Women	SEP	2017	33	3			SI		87	110		10.14431/aw.2017.09.33.3.87				24	Women's Studies	Women's Studies	FI5RH	WOS:000412041000006					2018-09-20	
J	Kim, J; Okazaki, S				Kim, Jeehun; Okazaki, Sumie			Short-Term 'Intensive Mothering' on a Budget: Working Mothers of Korean Children Studying Abroad in Southeast Asia	ASIAN WOMEN			English	Article						Korean; education; study abroad; working mothers; Southeast Asia	WILD GEESE FATHERS; TRANSNATIONAL FAMILIES; EDUCATION; LANGUAGE; SINGAPORE; TRANSFORMATION; STUDENTS; GENDER; WOMEN	Although pre-college or early study abroad (ESA) in the West used to be characterized primarily as a cosmopolitan aspirational strategy of affluent East Asian families with professional fathers and stay-at-home mothers (Cho, 2004), less-affluent middle-class Korean families have also begun to pursue FSA in the past decade. This study examined the parenting narratives of working mothers from less-affluent middle-class Korean families whose children engaged in ESA in Southeast Asia. We found that working mothers viewed affordable ESA as an opportunity both to facilitate their children's English language learning and to engage in short-term intensive mothetiq (Hays, 1996), and thereby to realize their own desires to conform to the prevailing ideology of an ideal Korean mother as an education manager (Park & Abelmann, 2004). Their narratives, however, also revealed unequal access to cultural knowledge with regard to navigating institutions related to ESA, and this inequality appeared to reproduce the families' class disadvantages. These findings imply that global education must be inclusive of working Korean (and other Asian) mothers as well as those from less-affluent and less privileged backgrounds. With respect to policy, these findings convey the need for greater access to a high-quality English language education, and a re-examination of the expectation that acquiring fluency in the English language serves as a gatekeeper to cosmopolitan upward mobility.	[Kim, Jeehun] Inha Univ, Dept Social Studies Educ, Sociol, Incheon, South Korea; [Okazaki, Sumie] NYU, Steinhardt Sch Culture Educ & Human Dev, Dept Appl Psychol, New York, NY 10003 USA	Okazaki, S (reprint author), NYU, Steinhardt Sch Culture Educ & Human Dev, Dept Appl Psychol, New York, NY 10003 USA.	jhkim@inha.ac.kr; sumie.okazaki@nyu.edu		Kim, Jeehun/0000-0001-7985-5519				48	0	0	3	5	SOOKMYUNG WOMENS UNIV	YOUNGSAK-KU	RES INST ASIAN WOMEN, 52 HYOCHANGWON-GIL, YOUNGSAK-KU, SEOUL 00000, SOUTH KOREA	1225-925X			ASIAN WOMEN	Asian Women	SEP	2017	33	3			SI		111	139		10.14431/aw.2017.09.33.3.111				29	Women's Studies	Women's Studies	FI5RH	WOS:000412041000007					2018-09-20	
J	Duford, R				Duford, Rochelle			Daughters of the Enlightenment: Reconstructing Adorno on Gender and Feminist Praxis	HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY			English	Article								This article offers a reconstruction of Theodor Adorno's work as it concerns sex/gender and feminist praxis. Although the prevailing interpretation of Adorno's work conceptualizes its relationship to women as one of either exclusion or essentialism, I argue that both the reading of Sade's Juliette in Dialectic of Enlightenment, as well as a number of Adorno's aphorisms in Minima Moralia, present complex feminist claims and commitments. Max Horkheimer and Adorno position Juliette as a subject of the Enlightenment, forestalling the possibility that women qua women are potentially utopian figures. I utilize Adorno's work in Minima Moralia to show that hefar from excluding or essentializing womenwas interested in metaphorically capturing the subjective conditions developed by a system of binary sex/gender within a heteropatriarchal society. Indeed, one can find an iteration of queer theoretical commitments in Minima Moralia. As a result, I argue that he displays a number of straightforwardly feminist commitments: that a liberated society requires the disambiguation of sex from gender, affirming the nonnaturalness of our social sex/gender regime, and claiming that all subjects as gendered subjects are damaged by living within a heteropatriarchal society. Lastly, I provide preliminary evidence of Adorno's critique of (neo)liberal feminist praxis.	[Duford, Rochelle] Hobart & William Smith Coll, Philosophy, Geneva, NY 14456 USA	Duford, R (reprint author), Hobart & William Smith Coll, Philosophy, Geneva, NY 14456 USA.	rhduford@gmail.com						43	0	0	0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0887-5367	1527-2001		HYPATIA	Hypatia	FAL	2017	32	4					784	800		10.1111/hypa.12357				17	Philosophy; Women's Studies	Philosophy; Women's Studies	FL6OO	WOS:000414365300003					2018-09-20	
J	Greenswag, K				Greenswag, Kari			The Problem with "Caring" Human Rights	HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY			English	Article							CARE ETHICS	Although Daniel Engster's caring human rights are, on the surface, a compelling way to bring the concept of care into the international political realm, I argue they actually serve to perpetuate some of the same problems of mainstream human-rights discourses. The problem is twofold. First, Engster's particular care theory relies on an uncritical acceptance of our dependence relations. It can, therefore, not only overlook how local and global institutions, norms, and the marketplace shape our relations of (inter)dependence, but also serve to further naturalize our current dependence relations. Second, Engster's caring human rights are only minimally feminist, which means that they do not pay attention to the way in which women's full and equal political participation is a necessary component to challenging and overcoming the oppression, marginalization, and exploitation of women and their caring labor worldwide. Although I am sympathetic to Engster's goals and some of his proposed policy solutions, I argue that we should not abandon the critical, feminist lens of care ethics in favor of caring human rights that cannot overcome the care critique of mainstream human-rights discourses.			kari.greenswag@gmail.com						23	0	0	0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0887-5367	1527-2001		HYPATIA	Hypatia	FAL	2017	32	4					801	816		10.1111/hypa.12362				16	Philosophy; Women's Studies	Philosophy; Women's Studies	FL6OO	WOS:000414365300004					2018-09-20	
J	Hillsburg, HA				Hillsburg, Heather A.			Subjectification and Confession in Contemporary Memoirs of Abduction and Prolonged Captivity	HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY			English	Article								A striking trend is emerging in the Canadian and American literary landscape, and memoirs with the following narrative trajectory are now widely read: a stranger abducts a young woman, and holds her captive for years. She endures sexual, physical, and emotional abuse, eventually escapes, and returns to her former life. The sole scholarly discussion about these memoirs frames them as empowering for the authors, but the social and economic factors that inform these texts remain unaddressed. Drawing from Michel Foucault's discussion of the confession, this article complicates and extends this analysis. First, it situates memoirs by Elizabeth Smart, Amanda Berry and Gena DeJesus, Jaycee Dugard, Michelle Knight, and Josefina Rivera as examples of the Foucauldian sexual confession. It then maps the ways memoirs enable the authors to voice their understanding of the social and economic factors that both gave rise to their plight and inform media discussions that blame them for their suffering. I will ultimately argue that memoirs function as a public venue to resist or reject dominant interpretive frames that shape a survivor's experiences, while simultaneously reaffirming the ubiquity of these lines of thinking.	[Hillsburg, Heather A.] Lakehead Univ, Thunder Bay, ON, Canada	Hillsburg, HA (reprint author), Lakehead Univ, Thunder Bay, ON, Canada.	heather.hillsburg@gmail.com						24	0	0	1	1	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0887-5367	1527-2001		HYPATIA	Hypatia	FAL	2017	32	4					833	848		10.1111/hypa.12375				16	Philosophy; Women's Studies	Philosophy; Women's Studies	FL6OO	WOS:000414365300006					2018-09-20	
J	Wilson, YY				Wilson, Yolonda Y.			How Might We Address the Factors that Contribute to the Scarcity of Philosophers Who Are Women and/or of Color?	HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY			English	Article							BIAS	Professional philosophy in the US remains relatively homogenous. I use four anecdotes to amplify some of the practices that may contribute to the dearth of underrepresented philosophers. Each anecdote highlights a different problemlack of proper mentoring, stereotype threat, difficulties navigating sexism, and a sense of exclusion. Although I discuss each of these issues separately, it is certainly the case that these (and other issues) can and often do occur concurrently. I offer preliminary thoughts on how these problems could be addressed while keeping in mind that philosophy in the US is a microcosm of the larger US society.	[Wilson, Yolonda Y.] Howard Univ, Philosophy, Washington, DC 20059 USA	Wilson, YY (reprint author), Howard Univ, Philosophy, Washington, DC 20059 USA.	yolonda.wilson@Howard.edu		Wilson, Yolonda/0000-0003-2825-0354				11	1	1	0	2	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0887-5367	1527-2001		HYPATIA	Hypatia	FAL	2017	32	4					853	861		10.1111/hypa.12352				9	Philosophy; Women's Studies	Philosophy; Women's Studies	FL6OO	WOS:000414365300008					2018-09-20	
J	Pena-Guzman, DM; Spera, R				Pena-Guzman, David M.; Spera, Rebekah			The Philosophical Personality	HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY			English	Article							WOMEN	The authors adopt a critico-sociological methodology to investigate the current state of the philosophical profession. According to them, the question concerning the status of philosophy (What is philosophy?) cannot be answered from within the precinct of philosophical reason alone, since philosophyunderstood primarily as a professionis marked by a constitutive type of self-ignorance that prevents it from reflecting upon its own sociological conditions of actuality. This ignorance, which is both cause and effect of the organization and investment of philosophical desire, causes philosophers to lose themselves in an ideological myth (the philosopher as idea(l)) according to which philosophers are unaffected by the material conditions in which they exist. This myth prevents philosophers from noticing the extent to which their activity is influenced by extra-philosophical determinants that shape, empirically, who becomes a professional philosopher (the philosopher as imago) and who doesn't. This article explores the relationship between philosophy's idea(l) and its imago as a way of shedding light on some of the mechanisms that make philosophy inhospitable for so many women, people of color, and economic minorities.	[Pena-Guzman, David M.] Johns Hopkins Univ, Berman Inst Bioeth, Baltimore, MD 21218 USA; [Spera, Rebekah] Emory Univ, Dept Philosophy, Atlanta, GA 30322 USA	Pena-Guzman, DM (reprint author), Johns Hopkins Univ, Berman Inst Bioeth, Baltimore, MD 21218 USA.	davidmpena@gmail.com; rebekah.f.spera@gmail.com						32	0	0	0	2	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0887-5367	1527-2001		HYPATIA	Hypatia	FAL	2017	32	4					911	927		10.1111/hypa.12351				17	Philosophy; Women's Studies	Philosophy; Women's Studies	FL6OO	WOS:000414365300012					2018-09-20	
J	Krishnamurthy, M; Liao, SY; Deveaux, M; Dalecki, M				Krishnamurthy, Meena; Liao, Shen-Yi; Deveaux, Monique; Dalecki, Maggie			The Underrepresentation of Women in Prestigious Ethics Journals	HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY			English	Article								The main goal of this study is to determine whether women are underrepresented in prestigious ethics journals relative to their representation in the field of ethics. Our study proceeds in three steps. Step one: we estimate the percentage of women who specialize in ethics. Step two: we estimate the percentage of articles in prestigious ethics journals that are authored by women. Step three: we examine whether there is any difference between the percentage of women who specialize in ethics and the percentage of articles in prestigious ethics journals that are authored by women. We conclude that women are underrepresented in prestigious ethics journals relative to their representation in the field of ethics.	[Krishnamurthy, Meena] Univ Michigan, Dept Philosophy, Philosophy, Ann Arbor, MI 48109 USA; [Krishnamurthy, Meena] Univ Michigan, Program Philosophy Polit & Econ, Ann Arbor, MI 48109 USA; [Liao, Shen-Yi] Univ Puget Sound, Philosophy, Tacoma, WA 98416 USA; [Deveaux, Monique] Univ Guelph, Philosophy, Guelph, ON, Canada; [Dalecki, Maggie] Univ Manitoba, Winnipeg, MB, Canada	Krishnamurthy, M (reprint author), Univ Michigan, Dept Philosophy, Philosophy, Ann Arbor, MI 48109 USA.; Krishnamurthy, M (reprint author), Univ Michigan, Program Philosophy Polit & Econ, Ann Arbor, MI 48109 USA.	mkmurthy@umich.edu; liao.shen.yi@gmail.com; mdeveaux@uoguelph.ca; umdalecm@myumanitoba.ca						20	1	1	0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0887-5367	1527-2001		HYPATIA	Hypatia	FAL	2017	32	4					928	939		10.1111/hypa.12356				12	Philosophy; Women's Studies	Philosophy; Women's Studies	FL6OO	WOS:000414365300013					2018-09-20	
J	Dobbs, C				Dobbs, Chris			Evidence Supporting Pre-University Effects Hypotheses of Women's Underrepresentation in Philosophy	HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY			English	Article								In this short essay, I report results from a representative national dataset (n > 7,300) from the Cooperative Institutional Research Program that shows that significantly more men than women intend to major in philosophy at the high-school and pre-university level. This lends credence to pre-university effects hypotheses of women's underrepresentation in philosophy and successfully replicates a smaller analysis performed by Cheshire Calhoun at Colby College in 2009. I also defend my analysis against an objection that claims that intention to major is not a good predictor of final major selection. Finally, I argue that this new analysis should lead to further investment in university-level diversity programs.	[Dobbs, Chris] New Georgia Encyclopedia, Atlanta, GA 30303 USA	Dobbs, C (reprint author), New Georgia Encyclopedia, Atlanta, GA 30303 USA.	cdobbs@georgiahumanities.org						11	0	0	1	1	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0887-5367	1527-2001		HYPATIA	Hypatia	FAL	2017	32	4					940	945		10.1111/hypa.12379				6	Philosophy; Women's Studies	Philosophy; Women's Studies	FL6OO	WOS:000414365300014					2018-09-20	
J	Sartori, L; Tuorto, D; Ghigi, R				Sartori, Laura; Tuorto, Dario; Ghigi, Rossella			The Social Roots of the Gender Gap in Political Participation: The Role of Situational and Cultural Constraints in Italy	SOCIAL POLITICS			English	Article							LIFE-CYCLE TRANSITIONS; WOMEN; WORK; CHILDREN; TIME; ENGAGEMENT; CONSEQUENCES; DETERMINANTS; INEQUALITY; KNOWLEDGE	The paper takes an innovative approach to the study of political participation by combining it with a gender studies perspective, investigating the role of structural and situational constraints in the highly gendered context of Italy. Such constraints channel women's time away from politics, but neither do they account for the whole difference, which calls for an additional explanation, identified with specific cultural constraints. As expected, there is a remarkable gap between women and men in traditional time-consuming political activities and situational constraints have a negative impact on women's participation, and surprisingly also have a negative effect on men's involvement.	[Sartori, Laura] Univ Bologna, Dipartimento Sci Polit & Sociali, Via Bersaglieri 6, Bologna, Italy; [Tuorto, Dario; Ghigi, Rossella] Univ Bologna, Dipartimento Sci Educ, Via Filippo Re 6, Bologna, Italy	Sartori, L (reprint author), Univ Bologna, Dipartimento Sci Polit & Sociali, Via Bersaglieri 6, Bologna, Italy.	l.sartori@unibo.it						105	0	0	4	12	OXFORD UNIV PRESS	OXFORD	GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND	1072-4745	1468-2893		SOC POLIT	Soc. Polit.	FAL	2017	24	3					221	247		10.1093/sp/jxx008				27	Social Issues; Women's Studies	Social Issues; Women's Studies	FJ5ZU	WOS:000412834000001					2018-09-20	
J	Tervola, J; Duvander, AZ; Mussino, E				Tervola, Jussi; Duvander, Ann-Zofie; Mussino, Eleonora			Promoting Parental Leave for Immigrant Fathers-What Role Does Policy Play?	SOCIAL POLITICS			English	Article							LINEAR PROBABILITY MODEL; GENDER-GAP; SWEDEN; CULTURE; WOMEN; LABOR; WORK	The gender differences in labor force participation and take-up of parental leave are accentuated in immigrant populations. This study examines whether certain policy features of parental leave are effective in leveling out the gendered differences among immigrants. We compare two distinct policy contexts, Finland and Sweden, and analyze the impacts of three policy reforms. Our results imply that policy features such as the earmarking of days and flexibility are the reason why immigrant fathers' take-up of leave is higher in Sweden. However, analysis of policy reforms suggests that other contextual factors also play a role.	[Tervola, Jussi] Kela, Res Sect, POB 450, Helsinki 00101, Finland; [Duvander, Ann-Zofie; Mussino, Eleonora] Stockholm Univ, Dept Sociol, Demog Unit, S-10691 Stockholm, Sweden	Tervola, J (reprint author), Kela, Res Sect, POB 450, Helsinki 00101, Finland.	jussi.tervola@kela.fi						63	0	0	3	3	OXFORD UNIV PRESS	OXFORD	GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND	1072-4745	1468-2893		SOC POLIT	Soc. Polit.	FAL	2017	24	3					269	297		10.1093/sp/jxx006				29	Social Issues; Women's Studies	Social Issues; Women's Studies	FJ5ZU	WOS:000412834000003		gold_or_bronze			2018-09-20	
J	Alniacik, A; Altan-Olcay, O; Deniz, C; Goksen, F				Alniacik, Ayse; Altan-Olcay, Ozlem; Deniz, Ceren; Goksen, Fatos			Gender Policy Architecture in Turkey: Localizing Transnational Discourses of Women's Employment	SOCIAL POLITICS			English	Article							EARLY-CHILDHOOD EDUCATION; SOCIAL-POLICY; LABOR-MARKET; FEMALE EMPLOYMENT; FAMILY POLICIES; EQUALITY; POLITICS; POVERTY; CARE; WELFARE	This article studies the institutionalization and implementation of policies addressing women's low labor force participation in Turkey. It examines how state actors and institutions translate gender mainstreaming and work-family balance in the Turkish policy context. Approaching the state as a multi-layered and hierarchical set of institutions and practices, we trace the emergence of a policy architecture that marginalizes questions of women's employment and gender equality. Our goal is to shed light on how state actors and institutions actively participate in vernacularizing transnational gender policy norms and, in the process, bend these norms so far that they produce contradictory meanings and practices.	[Alniacik, Ayse] Univ Pittsburgh, Dept Sociol, 2400 Wesley W Posvar Hall,230 Bouquet St, Pittsburgh, PA 15260 USA; [Altan-Olcay, Ozlem] Koc Univ, Dept Int Relat, Rumelifeneri Yolu, TR-34450 Istanbul, Turkey; [Deniz, Ceren] Max Planck Inst Social Anthropol, Advokatenweg 36, D-06114 Halle, Saale, Germany; [Goksen, Fatos] Koc Univ, Dept Sociol, Rumelifeneri Yolu, TR-34450 Istanbul, Turkey	Alniacik, A (reprint author), Univ Pittsburgh, Dept Sociol, 2400 Wesley W Posvar Hall,230 Bouquet St, Pittsburgh, PA 15260 USA.	aya21@pitt.edu			Swedish International Development Cooperation Agency	The authors would like to thank Lisa D. Brush for her valuable comments and suggestions on previous drafts of this paper. We are also grateful for the detailed feedback the anonymous reviewers and the editors of Social Politics provided. The research for the data utilized in this paper was supported by funding from the Swedish International Development Cooperation Agency and conducted as part of a project entitled "Increasing Women's Access to Economic Opportunities," directed by the Ministry of Family and Social Policies and the World Bank.		86	0	0	4	4	OXFORD UNIV PRESS	OXFORD	GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND	1072-4745	1468-2893		SOC POLIT	Soc. Polit.	FAL	2017	24	3					298	323		10.1093/sp/jxx007				26	Social Issues; Women's Studies	Social Issues; Women's Studies	FJ5ZU	WOS:000412834000004		gold_or_bronze			2018-09-20	
